['RUK178', 'B738/M-SDFGIJ1LRWY/SB1', 'EGAA', 'EGPH', '25000', 'BLACA P600 TUNSO', 1707471010]
['KLM165', 'B738', 'EGGD', 'EHAM', '29000', 'EGGD/27 N0444F370 HAWF1X HAWFA L607 ALHAD P72 IPRIL M197 REDFA REDF1A EHAM/18R ', 1707479823]
['EZY238', 'A320/M-SDE3FGHIRWY/LB1', 'EGGD', 'EGPH', '26000', 'BCN P69 DIZIM N864 KISWO/N0445F270 DCT AVTIC DCT ANJAK/N0452F280 N38 NOKIN UP16 RIBEL UN601 INPIP', 1707480397]
['BRO525', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGGD', 'EGPH', '26000', 'BCN P69 DIZIM N864 KIPWI/N0436F280 N864 KISWO/N0429F270 DCT AVTIC DCT ANJAK/N0436F280 N38 NOKIN UP16 RIBEL UN601 INPIP', 1707481028]
['EZY121G', 'A320/M-SDE3FGHIRWY/LB1', 'EGGD', 'EGCC', '18000', 'BCN P69 FEBWI/N0400F200 P69 DIZIM N864 MONTY', 1707483486]
['EZY451', 'B736/M-VGDW/C', 'EGGD', 'EGPF', '26000', 'BCN P69 DIZIM/N0453F280 N864 KISWO/N0446F270 DCT AVTIC DCT ANJAK/N0454F280 N38 NOKIN UP16 RIBEL', 1707485075]
['EZY257', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGGD', 'EGLL', '17000', 'HAWFA L607 YORQI N21 CAWZE P2 SIRIC', 1707485585]
['FSX21', 'C700/M-SBDGHM1RWXY/LB2', 'EGGD', 'EGKK', '21000', 'HAWFA L607 YORQI N21 CAWZE P2 SIRIC', 1707486518]
['IFA024', 'B737/M-VGDW/C', 'EGGD', 'LFMN', '39000', 'HAWFA L607 ALHAD UN859 VAPID L18 MID UL612 RESMI UM728 KETEX DCT KOTIS DCT KUKOR DCT UTUVA DCT LERGA/N0452F370 DCT LIQID UY30 LATAM UY22 NISAR', 1707488290]
['EZY555', 'A320/M-VGDW/C', 'EGGD', 'LIPZ', '34000', 'BADIM Q63 WOTAN DCT GAVGO DCT VAPID L18 MID UL612 RESMI UN491 BEGAR Q341 RESIA P131 ADOSA L612 ALBET', 1707488468]
['NPT44', 'A320', 'EGGD', 'EGCC', '17000', 'BCN N864 OKTEM OKTEM1M MIRSI/RNAV', 1707489069]
['VCP7BM', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGGD', 'LOWI', '35000', 'HAWFA L607 KONAN UL607 MATUG DCT AMASI DCT BOMBI T104 WLD M867 BAVAX Z106 MANAL M736 TULSI TULSI3A', 1707489452]
['EXS97RB', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGGD', 'GCRR', '37000', 'EXMOR N92 DAWLY DCT BHD DCT SALCO DCT IBISU DCT BALDA DCT ABUPI DCT TAKAV DCT VEDOD UN857 TERTO', 1707490115]
['EZY362Z', 'A320/M-SDE3FGHIRWY/LB1', 'EGGD', 'EGPF', '27000', 'BCN P69 DIZIM N864 KISWO DCT AVTIC DCT ANJAK N38 NOKIN UP16 RIBEL', 1707493657]
['RYR629', 'B738/M-VGDW/C', 'EGGD', 'EIDW', '24000', 'BCN1X BCN P4 FELCA DCT NICXI DCT LEMGU M17 VATRY VATR2R', 1707493117]
['TOM3EJ', 'B738/M-VGDW/C', 'EGGD', 'LOWI', '39000', 'HAWFA DCT KONAN DCT KOK DCT ARCKY DCT LIRSU DCT KRH DCT TEDGO L607 UTABA M738 MADEB', 1707496751]
['RYA4J', 'B736/M-VGDW/C', 'EGGD', 'EGJJ', '7000', 'EXMOR N40 KLAKI L149 BIGNO', 1707499510]
['EZY37YQ', 'A320/M-SDE3FGHIRWY/LB1', 'EGGD', 'EGNT', '22000', 'BCN P69 DIZIM N864 KIPWI/N0410F240 N864 AVTIC N38 NOKIN P17 POL', 1707503713]
['RYR5WH', 'B738/M-VGDW/C', 'EGGD', 'EIDW', '24000', 'BCN P4 FELCA L9 NICXI M17 VATRY VATRY1S', 1707507666]
['EZY41TY', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGGD', 'LFSB', '39000', 'HAWFA L607 ALHAD UN859 VAPID L18 MID UL612 RESMI UN491 MELKO UM606 MANAG UM139 ARPUS', 1707507217]
['EZY42L', 'A320/M-SDE3FGHIRWY/LB1', 'EGGD', 'LOWI', '35000', 'HAWFA1X HAWFA L607 KONAN UL607 MATUG DCT AMASI DCT BOMBI T104 WLD M867 BAVAX Z106 MANAL M736 TULSI TULSI3A', 1707507820]
['EZY2965', 'A320/M-VGDW/C', 'EGGD', 'LOWI', '31000', 'HAWFA L607 KONAN UL607 MATUG DCT AMASI DCT BOMBI T104 WLD M867 BAVAX Z106 MANAL M736 TULSI TULSI3A', 1707508212]
['EZY79TK', 'A320', 'EGGD', 'EGNS', '24000', 'BCN P69 DIZIM N864 WAL M146 LUSDO DCT IOM', 1707509290]
['EIN43GH', 'A320/M-VGDW/C', 'EGGD', 'EICK', '34000', 'GOTEM GOTEM1R', 1707513940]
['EZY501G', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGGD', 'EGPH', '36000', 'BCN P69 DIZIM DCT KISWO DCT AVTIC DCT ANJAK N38 NOKIN UP16 RIBEL UN601 INPIP', 1707511720]
['TOM121B', 'B738/M-SDGIJ1LRWY/SB1', 'EGGD', 'LCPH', '33000', 'HAWFA L607 KONAN UL607 KOK M150 PITES DCT EDISA DCT PICWI DCT UTABA L607 XEBIX Z2 TUNUM Z204 GEDSO DCT VEKEN DCT DARZA DCT ETOBI DCT OSLUD/N0450F350 DCT MEDUX UM867 KOGAT DCT DISOR UL608 FSK UN128 IMR UN127 EXELA UM601 EVENO M601 DASNI M32 TOBAL', 1707511992]
['TOM482', 'B738/M-SDGIJ1LRWY/SB1', 'EGGD', 'LCPH', '35000', 'HAWFA L607 KONAN UL607 KOK M150 PITES DCT EDISA DCT PICWI DCT UTABA L607 XEBIX Z2 TUNUM Z204 GEDSO DCT VEKEN DCT DARZA DCT ETOBI DCT OSLUD/N0450F350 DCT MEDUX UM867 KOGAT DCT DISOR UL608 FSK UN128 IMR UN127 EXELA UM601 EVENO M601 DASNI M32 TOBAL', 1707511839]
['EZY73MP', 'A20N/M-VGDW/C', 'EGGD', 'EGKK', '15000', 'HAWFA L607 YORQI N21 CAWZE P2 SIRIC', 1707513791]
['RYA4J', 'B736/M-VGDW/C', 'EGGD', 'EGPH', '26000', 'BCN P69 INFUS/N0441F280 P69 DIZIM N864 KISWO/N0433F270 DCT AVTIC DCT ANJAK/N0441F280 N38 NOKIN UP16 RIBEL UN601 INPIP', 1707517628]
['EZY732C', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGGD', 'EGAA', '24000', 'BCN P4 FELCA L9 NICXI M17 DUB N34 BELZU', 1707518530]
['TUI38X', 'B736/M-VGDW/C', 'EGAA', 'EGGD', '33000', 'LISBO DCT RINGA Q39 ETIGA DCT INKOB Q39 NOMSU UQ4 WAL N862 KARNO DCT ALHUP DCT LUCSA N862 WEVBE', 1707439445]
['SHT19X', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGJJ', 'EGGD', '10000', 'SKERY L22 EMWIP P16 TOJAQ', 1707460292]
['AUR42D', 'E195/M-VGDW/C', 'EGJB', 'EGGD', '22000', 'SKERY3W SKERY DCT BHD/N0285F090 DCT EXMOR ADVED1A', 1707464312]
['EZY30LZ', 'A21N/M-VGDW/C', 'LSGG', 'EGGD', '34000', 'DIPIR B37 IBABA UZ124 OBURO UH10 OKRIX UM976 BRY UM733 PIREG UT421 KUNAV T421 BIG UL9 CPT', 1707479283]
['KLM165', 'B738', 'EHAM', 'EGGD', '28000', 'EHAM/24 N0422F280 VALK3S IDRID M40 SABER L980 LAM L179 ICTAM ICTA1B EGGD/27 ', 1707478173]
['RYR629', 'B738/M-VGDW/C', 'EIDW', 'EGGD', '29000', 'ENDE1E ENDEQ Q36 EPOXI L15 RISLA N862 KARNO/N0429F230 N862 WEVBE WEVB1B', 1707479732]
['GAJS1', 'P28R', 'EGHU', 'EGGD', '2000', 'EGHU/25 DCT 511022N0044010W DCT 511647N0024805W DCT 511930N0023542W DCT EGGD/27', 1707482974]
['GKLJ', 'P28R', 'EGHU', 'EGGD', '2000', 'EGHU/25 DCT 511009N0044017W DCT 511646N0024801W DCT 511928N0023543W EGGD/27', 1707483033]
['VCP7BM', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EGGD', '31000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT NOKIN N862 KARNO/N0458F300 DCT ALHUP DCT LUCSA N862 WEVBE', 1707483843]
['VCP41JR', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGPH', 'EGGD', '33000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT NOKIN N862 KARNO/N0459F320 DCT ALHUP DCT LUCSA N862 WEVBE', 1707487599]
['EZY86YM', 'A320/M-SDE3FGHIRWY/LB1', 'LFPO', 'EGGD', '38000', 'OPALE UT421 KUNAV T421 BIG/N0387F240 L9 CPT', 1707498484]
['TOM9149', 'B738/M-SDGIJ1LRWY/SB1', 'LEMH', 'EGGD', '35000', 'SARGO UL16 VERSO UM601 SADEM/N0453F370 UM601 CAVES/N0446F360 UN861 OLOXO DCT OKABI DCT RARAK DCT VELIN DCT MANAK UT183 TIRAV UN490 TERPO/N0453F380 UM616 KORER DCT SKESO DCT BHD DCT EXMOR', 1707501633]
['EIN42KV', 'A320/M-VGDW/C', 'EICK', 'EGGD', '29000', 'GOTEM1Q GOTEM DCT EVRIN DCT FIFAH', 1707508089]
['BVX509B', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EINN', 'EGGD', '31000', 'ABAGU3A ABAGU DCT ENJEX/N0399F230 P70 AGCAT Q63 BAJJA', 1707508357]
['EZY35QL', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGGD', '33000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT NOKIN N862 KARNO/N0427F320 DCT ALHUP DCT LUCSA/N0396F230 N862 WEVBE', 1707509734]
['EZY34VF', 'A320/M-SDE3FGHIRWY/LB1', 'LFSB', 'EGGD', '34000', 'TORPA UT10 RLP UL613 ROTSI/N0436F360 UL613 KOTUN DCT LUPAM DCT KESAX UT421 KUNAV T421 BIG UL9 GOXUL/N0383F240 L9 CPT', 1707516486]
['BAW1123', 'A320/M-SDE3FGHIRWY/LB1', 'EGKK', 'EGGD', '16000', 'NOVMA L620 NIBDA N14 HEKXA Q63 SAWPE', 1707514474]
['EIN037', 'A320/M-SDE3FGHIRWY/LB1', 'EIDW', 'EGGD', '29000', 'ENDEQ1A ENDEQ Q36 EPOXI L15 RISLA N862 KARNO/N0430F230 N862 WEVBE', 1707515887]
['EZY2112', 'A320', 'EGPH', 'EGGD', '32000', 'N0441F330 GOSA1D GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT NOKIN N862 KARNO/N0442F320 DCT ALHUP DCT LUCSA/N0419F230 N862 WEVBE WEVB1B', 1707519452]
['AMV167', 'A20N/M-VGDW/C', 'EIDW', 'EGGD', '33000', 'ENDEQ1A ENDEQ Q36 EPOXI L15 RISLA N862 KARNO/N0421F230 N862 WEVBE', 1707518169]
['RYR14', 'B738', 'EIDW', 'EGGD', '33000', 'ENDEQ3J ENDEQ Q36 EPOXI L15 RISLA N862 KARNO/N0431F230 N862 WEVBE WEVBE1B', 1707518411]
['N269L', 'E50P/L-VGDW/C', 'EGCC', 'EGGD', '18000', 'KUXEM P17 NOKIN N862 WEVBE', 1707522843]
['EZY27A', 'A20N', 'EGGP', 'EGPH', '24000', 'POL N601 INPIP', 1707476736]
['EZY39GD', 'A320/M-VGDW/C', 'EGGP', 'EGJJ', '35000', 'NANTI L8 STAFA P18 TELBA L151 KIDLI UN859 CPT/N0396F230 Y321 PEPIS/N0437F340 Q41 SAM N63 LELNA', 1707477696]
['EZY96LT', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGGP', 'LTAI', '37000', 'BARTN DCT DESIG DCT MAMUL DCT RAVLO DCT MONIL DCT PAM/N0419F230 Z739 LUNIX/N0450F370 Z739 MISGO DCT BOREP DCT LAMSI DCT PEROL DCT SASAL DCT SOGMO DCT BABIT DCT LULIK DCT TIKVU DCT NEPOS DCT NISVA/K0822F370 DCT RODIP/N0445F370 UN131 KOZLU', 1707485732]
['EZY51FL', 'A320/M-SDE3FGHIRWY/LB1', 'EGGP', 'LEBL', '39000', 'NANTI L8 STAFA P18 TELBA L151 KIDLI UN859 SOPIL DCT BALAN DCT EVPOK DCT NARAK DCT GAI/N0451F370 DCT LOMRA/N0462F270 DCT ROCAN/N0431F230 DCT PUMAL', 1707488257]
['GERTI', 'PC12/L-VGD/C', 'EGGP', 'EGNT', '9000', 'POL', 1707492040]
['NSZ547P', 'B738/M-VGDW/C', 'EGGP', 'EKCH', '35000', 'BARTN UL975 DESIG L603 LAMIX UT29 LIBSO UL975 ROPAL DCT LESRA DCT ABINO T56 TESPI', 1707495488]
['GSHBA', 'PC12/L-L/S', 'EGGP', 'EGNT', '19000', 'POL5V POL POL1N', 1707496355]
['EZY26PU', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGGP', 'EHAM', '33000', 'BARTN UL975 DESIG L603 LAMSO', 1707497173]
['CWL01', 'E50P/L-V/N', 'EGGP', 'EGYD', '17000', 'BARTN L975 GOLES', 1707497467]
['RYR3CV', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGGP', 'OJAI', '33000', 'BARTN DCT DESIG DCT LAMSO DCT PODIP DCT TESGA DCT DINKU DCT BESNI DCT GOMIG DCT BEDOX DCT LURID DCT VABEK UL603 OLOTA DCT DISOR UL608 FSK UG18 MES UL609 ALKIS DCT SALAM DCT OSAMA OSAMA6L', 1707506112]
['EZY27A', 'A20N', 'EGGP', 'EIDW', '24000', 'WAL L10 PENIL L28 LELDO M145 BAGSO', 1707506293]
['RYR3CV', 'B738/M-VGDW/C', 'EGGP', 'OJAI', '33000', 'BARTN DCT DESIG DCT LAMSO DCT PODIP DCT TESGA DCT DINKU DCT BESNI DCT GOMIG DCT BEDOX DCT LURID DCT VABEK UL603 OLOTA DCT DISOR UL608 FSK UG18 MES UL609 ALKIS DCT SALAM DCT OSAMA OSAMA1C', 1707508301]
['RYR65VF', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGGP', 'LIME', '37000', 'NANTI L8 HON L15 BIG UL9 KONAN UL607 KOK M150 DIK N852 SUTAL UN852 GTQ UZ343 BEGAR DCT ODINA', 1707509181]
['RDA7751', 'IL62/H-VGD/A', 'EGGP', 'EPWA', '33000', 'BART1V BARTN UL975 DESIG L603 LAMSO T606 MONIL P62 PAM L620 SUVOX Z718 OSN L980 HLZ DCT ALUKA L619 DENKO P851 BIMPA BIMP6N', 1707512677]
['EZY34JX', 'A321/M-SDE3FGHIRWY/LB1', 'EGGP', 'EHAM', '31000', 'BARTN UL975 DESIG L603 LAMSO', 1707521377]
['WZZ14VL', 'A20N/M-SDE2E3FGIJ1LORWXY/HB1', 'EPKT', 'EGGP', '38000', 'LUMVE DCT NUDRO DCT SUBIX DCT VIBIS DCT BUMIL DCT EEL DCT MIMVA L602 NALAX L46 LIBSO', 1707472291]
['EZY20RU', 'A320/M-SDE3FGHIRWY/LB1', 'EGJJ', 'EGGP', '32000', 'SKERY N862 BHD UN864 NITON N864 OKTEM', 1707485557]
['GARVY', 'PA24', '', 'EGGP', '1300', 'OTHERTON AIRFIELD TO LIVERPOOL', 1707490626]
['RYR789', 'A20N/M-VGDW/C', 'EGCC', 'EGGP', '4000', 'EKLAD DCT TIPOD', 1707491559]
['CWL01', 'E50P/L-V/N', 'EGYD', 'EGGP', '14000', 'TNT NANTI KEGUN', 1707496894]
['RYR442', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EIDW', 'EGGP', '19000', 'BOFUM', 1707496716]
['EZY81ZA', 'A319/M-SDE3FGHIRWY/LB1', 'EGAC', 'EGGP', '23000', 'DUFFY L15 PEPOD Q38 SOSIM L28 PENIL', 1707497555]
['EZY3486', 'A320/M-SDE3FGHIRWY/LB1', 'LGKR', 'EGGP', '30000', 'OLGAT L53 GARGA L613 AKADO T101 NAXAV L12 MOGTI P66 KPT L608 KUNOD DCT TEDGO DCT LAMGO DCT KRH DCT LIRSU DCT ARCKY DCT SPI DCT BUB L608 DENUT L610 LAM UN57 WELIN T420 ELVOS', 1707502563]
['RYR57J', 'B738/M-VGDW/C', 'EGAA', 'EGGP', '19000', 'LISBO L603 PEPOD Q38 SOSIM L28 PENIL', 1707497913]
['EZY32QG', 'A320/M-SDE3FGHIRWY/LB1', 'LEBL', 'EGGP', '32000', 'NATPI DCT EVNAM/N0451F380 DCT AGN DCT SECHE DCT UVELI DCT CNA DCT MANAK DCT MUREL/N0436F350 PEPZE', 1707506644]
['RYR1WA', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EIDW', 'EGGP', '17000', 'BOFUM', 1707518585]
['RYR442', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EIDW', 'EGGP', '19000', 'BOFUM1A BOFUM', 1707520626]
['EZY24GK', 'A320/M-SDE3FGHIRWY/LB1', 'EGGW', 'EGAA', '34000', 'OLNEY T420 TNT UL28 RODOL UM65 TENSO L603 BELOX DCT REMSI DCT UVPOK/N0369F240 M147 ROBOP M146 IPSET P6 BELZU', 1707463443]
['BCS6789', 'A306/H-SDE3FGHIRWY/LB1', 'EGGW', 'ESSA', '35000', 'MATCH P144 LARGA DCT SOPTO P144 GOLUM N866 INVOL DCT DETSO N873 ARS T317 ELTOK', 1707470885]
['WUK4LN', 'A320', 'EGGW', 'LDDU', '37000', 'MATCH3Y MATCH Q295 BRAIN P44 DAGGA M85 ITVIP L10 RINTI UL10 LESDO UG42 LUVAL UM164 EPL UN491 BEGAR DCT TRA DCT SUXAN DCT PEVAL DCT SIPAL L607 NERRA NERRA2X', 1707474066]
['RYR412E', 'B737', 'EGGW', 'LIRN', '36000', 'MATC3Y MATCH Q295 BRAIN P44 DAGGA M85 ITVIP L10 DVR UL9 KONAN UL607 REMBA M624 DIK N852 SUTAL UN852 GTQ UZ343 BEGAR ELMUR RESIA EVULI Z910 ERIKA', 1707475263]
['EZY513C', 'A319/M-SDE3FGHIRWY/LB1', 'EGGW', 'EGAC', '36000', 'OLNEY T420 TNT UL28 RODOL UM65 TENSO L603 BELOX DCT REMSI DCT NINEB M148 MAGEE', 1707495136]
['CSMET', 'GLF5/M-SBDE2E3FGHIJ3J4J5P2RWXY/LB1D1', 'EGGW', 'EDLW', '33000', 'MATCH Q295 BRAIN M197 REDFA DCT SONEB Z841 DOMEG DOMEG2A', 1707497056]
['EZY20N', 'A320/M-SDE3FGHIRWY/LB1', 'EGGW', 'EDLW', '29000', 'MATCH Q295 BRAIN M197 REDFA L620 SONEB Z841 DOMEG DOMEG2A', 1707497195]
['EZY512C', 'A320', 'EGGW', 'EGAC', '36000', 'OLNEY T420 TNT UL28 RODOL UM65 TENSO L603 BELOX DCT REMSI DCT NINEB M148 MAGEE', 1707499118]
['BCS512P', 'B752/M-VGD/A', 'EGGW', 'EGLL', '7000', 'BNN', 1707509182]
['MLP219', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGGW', 'LIMC', '35000', 'MATCH Q295 BRAIN P44 DAGGA M85 ITVIP L10 DVR UL9 KONAN UL607 KOK DCT IDOSA DCT SUTAL UN852 GTQ UZ343 BEGAR DCT BASGO Z424 RIXUV', 1707510458]
['EZY282H', 'A320', 'EGGW', 'EGPH', '36000', 'OLNEY T420 TNT UN57 POL UN601 INPIP', 1707512678]
['EZY190A', 'A320/M-SDE3FGHIRWY/LB1', 'EGGW', 'EGPF', '36000', 'OLNEY T420 TNT UN57 POL UN601 RIBEL', 1707517297]
['EZY83XL', 'A319/M-SDE3FGHIRWY/LB1', 'EGGW', 'LPPR', '39000', 'RODNI DCT CPT Y321 PEPIS Q41 SAM M195 LORKU DCT EBOMO DCT KORUL DCT ELTEP UT328 ASPOR', 1707517842]
['EZY62KW', 'A319/M-SDE2E3FGIJ1RWXY/LB1', 'EGGW', 'LPPR', '39000', 'RODNI N27 ICTAM Q63 CPT Y321 PEPIS Q41 SAM M195 LORKU DCT EBOMO DCT KORUL DCT ELTEP UT328 ASPOR', 1707517934]
['WZZ8940', 'A21N/M-SDE2E3FGHIJ1RWXY/LB1', 'EPKT', 'EGGW', '38000', 'OMFOL T738 DINOV DCT NAROX DCT KUMER DCT NOGRO M40 RINIS', 1707445052]
['EZY15EH', 'A20N/M-VGDW/C', 'EGJJ', 'EGGW', '21000', 'ORIST L982 TELTU', 1707461883]
['EZY20TW', 'A320/M-SDE3FGHIRWY/LB1', 'GCTS', 'EGGW', '34000', 'VASTO UN858 AKUDA DCT BARDI UN873 DELOG DCT FUJTI DCT IDNUN DCT ATGEB DCT DIKRO UM185 TELTU', 1707495572]
['MLP228', 'B738/M-SDE2E3FGHIRWXY/LB1', 'LIMC', 'EGGW', '34000', 'AOSTA DCT MOLUS DCT IBODI/N0431F360 UT423 CLM UM733 UNDUG', 1707496713]
['MLP218', 'B738/M-SDE2E3FGHIRWXY/LB1', 'LIMC', 'EGGW', '36000', 'AOSTA DCT MOLUS DCT IBODI UT423 CLM UM733 UNDUG', 1707496925]
['WZZ4001', 'A20N/M-SRL/L', 'LYBE', 'EGGW', '38000', 'TISAK TONDO SUNIS NURMI RENKA L610 MAMOR ADKUV HELEN L179 KEGIT L608 SUMUM LOGAN', 1707502112]
['WZZ889', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'LHBP', 'EGGW', '36000', 'GILEP DCT ZOLKU DCT TEKNO DCT ABETI DCT RENKA L610 MAMOR DCT ADKUV DCT HELEN L179 KEGIT L608 SUMUM Y6 TOSVA', 1707502683]
['GAPXJ', 'PA24/L-VGDW/C', 'EGTK', 'EGGW', '7000', '', 1707498307]
['WZZ5067', 'A320/M-SDE3FGHIRWY/LB1', 'EPKK', 'EGGW', '28000', 'EMBIK M992 UTEVO/N0447F360 DCT HAFAF DCT HDO DCT KUMER/N0443F380 DCT HMM DCT NOGRO M40 RINIS', 1707507781]
['EZY35FZ', 'A320/M-SDE3FGHIRWY/LB1', 'LPFR', 'EGGW', '36000', 'ELVAR DCT BARDI UN873 DELOG DCT FUJTI DCT IDNUN DCT ATGEB DCT DIKRO UM185 TELTU', 1707512407]
['EZY39GH', 'A320/M-SDE3FGHIRWY/LB1', 'LPPR', 'EGGW', '36000', 'TURON UP600 ASDEB DCT LOTEE DCT FIFUC DCT ARTIV DCT DIKRO UM185 DESNA M185 TELTU', 1707507874]
['EZY87MY', 'A320/M-SDE3FGHIRWY/LB1', 'LPFR', 'EGGW', '36000', 'ELVAR DCT BARDI UN873 DELOG DCT FUJTI DCT IDNUN DCT ATGEB DCT DIKRO UM185 TELTU', 1707512883]
['TAY1205', 'B752/M-VGD/A', 'EGPH', 'EGGW', '35000', 'GOSAM P600 FENIK L612 ELBUS UL612 LISTO', 1707507665]
['EZY15EH', 'A320/M-SDE3FGHIRWY/LB1', 'EGJJ', 'EGGW', '19000', 'ORIST L982 TELTU', 1707510309]
['EZY17GJ', 'B738/M-SDE2E3FGHIRWXY/LB1', 'LSGG', 'EGGW', '36000', 'DIPIR B37 IBABA UZ124 OBURO UH10 CHABY UM733 UNDUG', 1707515074]
['EZY68GZ', 'A319/M-SDE3FGHIRWY/LB1', 'EGAC', 'EGGW', '35000', 'DUFFY L15 PEPOD Q38 GIGTO Q4 LISTO', 1707515648]
['FDX25R', 'B738/M-VGDW/C', 'EGCC', 'EGGW', '19000', 'LISTO L612 HON L15 FINMA', 1707522006]
['GBNSG', 'P28A/L-VGDW/C', 'EGHF', 'EGKK', '2000', 'THORNEY ISLAND. SINGLETON. BILLINGSHURT. 26L ', 1707498525]
['GMOCW', 'TBM9', 'EGHF', 'EGHP', '2000', '', 1707506292]
['EAI33LG', 'AT76/M-SDFGIRY/S', 'EGHI', 'EIDW', '20000', 'SAM Q41 PEPIS Y321 NUBRI N14 HEKXA Q63 OZZIL N80 ARPAK L9 NICXI M17 VATRY VATRY2R', 1707483996]
['GPAWS', 'PA24', 'EGHI', 'LFAC', '2000', 'SFD DVR ', 1707486995]
['BCI44R', 'AT76/M-SDFGIRY/S', 'EGJJ', 'EGHI', '13000', 'ORTAC Q41 THRED', 1707492753]
['ABR2293', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGHQ', 'EGAA', '32000', 'NICXI DCT VATRY DCT DUB DCT NEVRI N34 BELZU', 1707493807]
['RYR64AM', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGHQ', 'EGAA', '32000', 'NICXI VATRY DCT DUB DCT NEVRI N34 BELZU', 1707494916]
['LOG73X', 'AT76/M-SDFGRY/S', 'EGHQ', 'EGCC', '18000', 'EXMOR DCT CARWI N864 WAL DCT MIRSI', 1707497378]
['EZY9092', 'A320/M-SDE3FGHIRWY/LB1', 'EGKK', 'EGHQ', '20000', 'NOVMA L620 DAWLY', 1707438392]
['LOG902', 'AT76/M-VGD/C', 'EGGD', 'EGHQ', '8000', 'EXMOR DCT NQY', 1707478745]
['LOG28CG', 'AT76/M-SDFGRY/S', 'EGCC', 'EGHQ', '16000', 'KUXEM P17 NOKIN N862 PACSE N92 EXMOR', 1707495244]
['EZY711', 'A320/M-SDE3FGHIRWY/LB1', 'EGCC', 'EGHQ', '31000', 'KUXEM P17 OSSEP/N0417F230 P17 ZESPE/N0411F220 N92 EXMOR', 1707521166]
['GAJS1', 'P28R', 'EGHU', 'EGGD', '2000', 'EGHU/25 DCT 511022N0044010W DCT 511647N0024805W DCT 511930N0023542W DCT EGGD/27', 1707478264]
['GKLJ', 'P28R', 'EGHU', 'EGGD', '2000', 'EGHU/25 DCT 511009N0044017W DCT 511646N0024801W DCT 511928N0023543W EGGD/27', 1707478295]
['GAWVA', 'EC35', 'EGKA', 'EGWU', '1500', 'HANDCROSS EGKK BUCKLAND OXSHOTT H9 EGLL H9 EGWU', 1707499150]
['BAW55', 'B772/H-SDE2E3FGHIJ5LORVWXY/LB1D1', 'EGKK', 'TAPA', '36000', 'IMVUR N63 SAM N19 ADKIK DCT JOZMA DCT GAPLI/M084F360 DCT OMOKO DCT 47N020W 42N030W/M084F380 36N035W 31N040W 24N050W/M084F400 21N055W DCT BNJEE DCT BEVAD DCT ANU', 1707439205]
['EJU18QG', 'A320/M-VGDW/C', 'EGKK', 'EHAM', '23000', 'FRANE M604 GASBA M197 REDFA', 1707439053]
['TOM6PC', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGKK', 'LOWI', '37000', 'ODVIK Y311 DVR UL9 KONAN UL607 KOK M150 PITES DCT KRH DCT BATUB M738 MADEB', 1707439352]
['BAW994', 'A339/H-VGDW/C', 'EGKK', 'EGCC', '24000', 'LAM6M LAM N57 WELIN T420 ELVOS ELVOS1M', 1707438514]
['CSN3203', 'B738', 'EGKK', 'LOWI', '37000', 'MIMFO Y312 DVR UL9 KONAN UL607 KOK M150 PITES KRH BATUB M738 MADEB', 1707439775]
['JBU824', 'A21N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGKK', 'KBOS', '36000', 'IMVUR N63 SAM N19 ADKIK DCT MOPAT DCT DOGAL/M077F360 NATE ALLRY/N0443F360 N356E ALLEX Q822 AJJAY OOSHN5', 1707461792]
['EZY8634', 'A320/M-VGDW/C', 'EGKK', 'EDDH', '30000', 'FRANE1M M604 PAAVO Q295 SOMVA DCT MAVAS DCT ANDIK DCT AKZOM M105 OPJOT T907 MUBZI T903 RIBSO RIBSO2D', 1707465662]
